Order_Number,Order_Date,Ship_Date,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Selling_Price,Unit_Cost
SO - 0003688,4/29/2021,5/8/2021,29,Distributor,NZD,AXW291,50,10,11,1842.5,773.85
SO - 0003695,4/29/2021,5/5/2021,36,Distributor,USD,AXW291,38,13,12,1916.2,1398.826
SO - 0004686,4/29/2021,5/8/2021,13,Distributor,EUR,AXW291,4,7,7,6204.2,4901.318
SO - 0004139,4/30/2021,5/6/2021,9,Distributor,NZD,AXW291,5,3,10,891.1,748.524
SO - 0004328,4/30/2021,5/3/2021,47,Wholesale,GBP,AXW291,26,1,8,1058.6,698.676
SO - 0005076,4/30/2021,5/9/2021,1,Wholesale,USD,AXW291,41,2,7,4013.3,2367.847
SO - 0005869,4/30/2021,5/8/2021,25,Distributor,EUR,AXW291,32,9,12,2003.3,1201.98
SO - 0006868,4/30/2021,5/9/2021,48,Wholesale,NZD,AXW291,40,8,12,1092.1,546.05
SO - 000536,5/1/2021,5/15/2021,23,Wholesale,NZD,AXW291,91,1,12,3953,3280.99
SO - 000607,5/1/2021,5/12/2021,1,Wholesale,USD,AXW291,59,11,8,3705.1,2111.907
SO - 000670,5/1/2021,5/17/2021,39,Distributor,USD,AXW291,59,1,10,1132.3,702.026
SO - 000890,5/1/2021,5/9/2021,14,Wholesale,AUD,AXW291,40,11,10,5132.2,2514.778
SO - 0001752,5/1/2021,5/11/2021,1,Export,NZD,AXW291,72,10,6,1078.7,625.646
SO - 0001902,5/1/2021,5/14/2021,45,Wholesale,NZD,AXW291,98,11,5,2579.5,1496.11
SO - 0002455,5/1/2021,5/9/2021,16,Wholesale,NZD,AXW291,25,7,7,1058.6,529.3
SO - 0002588,5/1/2021,5/19/2021,34,Wholesale,NZD,AXW291,17,7,8,2271.3,1067.511
SO - 0003887,5/1/2021,5/5/2021,36,Wholesale,NZD,AXW291,39,8,12,1822.4,1457.92
SO - 0004089,5/1/2021,5/12/2021,23,Wholesale,NZD,AXW291,23,1,8,3886,3225.38
SO - 0004677,5/1/2021,5/5/2021,2,Wholesale,USD,AXW291,93,1,5,1855.9,1373.366
SO - 0005005,5/1/2021,5/12/2021,50,Wholesale,NZD,AXW291,14,8,8,1916.2,1341.34
SO - 0006174,5/1/2021,5/9/2021,7,Distributor,USD,AXW291,71,9,6,1299.8,675.896
SO - 0006417,5/1/2021,5/11/2021,11,Wholesale,AUD,AXW291,83,7,6,2371.8,1778.85
SO - 0007270,5/1/2021,5/5/2021,12,Wholesale,NZD,AXW291,69,9,12,2472.3,1236.15
SO - 0007788,5/1/2021,5/17/2021,42,Distributor,NZD,AXW291,45,5,6,1922.9,999.908
SO - 0001648,5/2/2021,5/11/2021,17,Distributor,NZD,AXW291,33,2,9,1728.6,1175.448
SO - 0001716,5/2/2021,5/11/2021,7,Export,NZD,AXW291,66,10,9,5648.1,2711.088
SO - 0001745,5/2/2021,5/9/2021,35,Wholesale,USD,AXW291,46,13,5,1118.9,682.529
SO - 0002068,5/2/2021,5/16/2021,37,Wholesale,NZD,AXW291,58,2,10,3832.4,1877.876
SO - 0002979,5/2/2021,5/19/2021,44,Distributor,USD,AXW291,83,12,5,3892.7,1868.496
SO - 0004228,5/2/2021,5/15/2021,48,Wholesale,AUD,AXW291,73,11,11,1038.5,446.555
SO - 0004904,5/2/2021,5/10/2021,12,Distributor,AUD,AXW291,78,2,8,1286.4,514.56
SO - 0005112,5/2/2021,5/15/2021,23,Wholesale,USD,AXW291,26,13,5,1681.7,739.948
SO - 0005314,5/2/2021,5/15/2021,28,Wholesale,NZD,AXW291,10,13,9,2680,2170.8
SO - 0006235,5/2/2021,5/17/2021,40,Wholesale,NZD,AXW291,21,2,12,3879.3,3103.44
SO - 0007309,5/2/2021,5/13/2021,3,Wholesale,USD,AXW291,72,1,5,1031.8,629.398
SO - 0007862,5/2/2021,5/12/2021,46,Distributor,AUD,AXW291,60,1,8,804,329.64
SO - 0008044,5/2/2021,5/18/2021,36,Wholesale,GBP,AXW291,89,1,8,2485.7,1342.278
SO - 000752,5/3/2021,5/20/2021,23,Distributor,NZD,AXW291,67,5,6,1936.3,1142.417
SO - 0002927,5/3/2021,5/12/2021,9,Wholesale,NZD,AXW291,8,1,8,1869.3,1196.352
SO - 0003220,5/3/2021,5/10/2021,4,Distributor,USD,AXW291,48,12,6,857.6,497.408
SO - 0003956,5/3/2021,5/9/2021,26,Distributor,NZD,AXW291,62,2,10,221.1,137.082
SO - 0004858,5/3/2021,5/20/2021,34,Distributor,AUD,AXW291,65,2,10,5996.5,4917.13
SO - 0005115,5/3/2021,5/20/2021,41,Wholesale,USD,AXW291,88,9,7,3504.1,2207.583
SO - 0005902,5/3/2021,5/12/2021,35,Export,GBP,AXW291,17,6,8,1005,804
SO - 000233,5/4/2021,5/12/2021,18,Wholesale,AUD,AXW291,50,11,8,2633.1,1843.17
SO - 0003145,5/4/2021,5/10/2021,32,Export,USD,AXW291,35,7,8,1889.4,1209.216
SO - 0003208,5/4/2021,5/20/2021,6,Export,NZD,AXW291,2,1,7,1139,455.6
SO - 0003235,5/4/2021,5/7/2021,32,Wholesale,AUD,AXW291,28,9,8,3403.6,2416.556
SO - 0004063,5/4/2021,5/9/2021,42,Wholesale,USD,AXW291,82,2,5,1145.7,928.017
SO - 0005357,5/4/2021,5/15/2021,41,Distributor,GBP,AXW291,70,5,8,1085.4,759.78
SO - 0007286,5/4/2021,5/12/2021,1,Wholesale,AUD,AXW291,27,1,8,1038.5,830.8
SO - 0001893,5/5/2021,5/22/2021,12,Wholesale,AUD,AXW291,84,7,5,3999.9,1679.958
SO - 0004118,5/5/2021,5/8/2021,12,Wholesale,USD,AXW291,54,7,5,891.1,516.838
SO - 0006679,5/5/2021,5/8/2021,34,Wholesale,USD,AXW291,64,2,8,1929.6,1234.944
SO - 0007052,5/5/2021,5/10/2021,37,Wholesale,USD,AXW291,43,11,7,227.8,166.294
SO - 0007064,5/5/2021,5/14/2021,7,Wholesale,USD,AXW291,70,1,10,3008.3,2075.727
SO - 0007892,5/5/2021,5/18/2021,20,Wholesale,USD,AXW291,13,13,9,2740.3,1671.583
SO - 0003429,5/6/2021,5/24/2021,29,Wholesale,AUD,AXW291,56,11,5,6411.9,3911.259
SO - 0005594,5/6/2021,5/23/2021,36,Export,AUD,AXW291,84,2,9,6177.4,3397.57
SO - 0007061,5/6/2021,5/23/2021,23,Wholesale,USD,AXW291,22,7,9,2599.6,2209.66
SO - 0007232,5/6/2021,5/22/2021,18,Wholesale,NZD,AXW291,63,2,6,3537.6,1627.296
SO - 0007765,5/6/2021,5/19/2021,12,Distributor,NZD,AXW291,15,9,8,1085.4,477.576
SO - 000586,5/7/2021,5/16/2021,22,Distributor,NZD,AXW291,2,7,8,1031.8,825.44
SO - 000880,5/7/2021,5/19/2021,5,Wholesale,NZD,AXW291,8,11,9,6123.8,4960.278
SO - 0001520,5/7/2021,5/11/2021,14,Distributor,NZD,AXW291,1,11,9,2579.5,1599.29
SO - 0001806,5/7/2021,5/19/2021,37,Export,AUD,AXW291,35,5,10,3926.2,3219.484
SO - 0002050,5/7/2021,5/12/2021,34,Distributor,NZD,AXW291,69,7,12,931.3,540.154
SO - 0002400,5/7/2021,5/10/2021,49,Export,NZD,AXW291,51,7,10,1005,693.45
SO - 0003737,5/7/2021,5/24/2021,19,Distributor,NZD,AXW291,69,1,6,2311.5,1733.625
SO - 0003914,5/7/2021,5/17/2021,26,Wholesale,NZD,AXW291,66,2,6,2331.6,1678.752
SO - 0004365,5/7/2021,5/15/2021,5,Distributor,AUD,AXW291,91,5,12,2391.9,1459.059
SO - 0004632,5/7/2021,5/10/2021,44,Wholesale,USD,AXW291,60,7,10,1051.9,578.545
SO - 0005775,5/7/2021,5/14/2021,41,Wholesale,EUR,AXW291,43,8,5,1956.4,1584.684
SO - 0007111,5/7/2021,5/11/2021,31,Export,NZD,AXW291,65,14,12,1072,439.52
SO - 000170,5/8/2021,5/24/2021,11,Distributor,NZD,AXW291,57,5,8,227.8,107.066
SO - 000944,5/8/2021,5/25/2021,47,Wholesale,AUD,AXW291,100,7,12,3819,2176.83
SO - 0001456,5/8/2021,5/25/2021,14,Wholesale,AUD,AXW291,37,14,10,3932.9,2713.701
SO - 0002246,5/8/2021,5/24/2021,11,Distributor,AUD,AXW291,70,2,11,1065.3,671.139
SO - 0005122,5/8/2021,5/13/2021,12,Wholesale,USD,AXW291,8,12,8,2525.9,1869.166
SO - 0005199,5/8/2021,5/11/2021,2,Wholesale,NZD,AXW291,76,11,10,1876,1106.84
SO - 000802,5/9/2021,5/18/2021,50,Wholesale,AUD,AXW291,38,3,12,1889.4,1454.838
SO - 0004058,5/9/2021,5/13/2021,14,Wholesale,EUR,AXW291,2,14,10,3102.1,2357.596
SO - 0004268,5/9/2021,5/19/2021,50,Export,USD,AXW291,35,1,8,201,148.74
SO - 0004969,5/9/2021,5/13/2021,28,Wholesale,USD,AXW291,53,5,10,1045.2,480.792
SO - 0007949,5/9/2021,5/18/2021,16,Wholesale,USD,AXW291,61,5,5,207.7,99.696
SO - 000215,5/10/2021,5/13/2021,13,Distributor,NZD,AXW291,94,7,5,2546,1909.5
SO - 0001263,5/10/2021,5/17/2021,7,Wholesale,EUR,AXW291,94,2,12,1072,514.56
SO - 0001551,5/10/2021,5/27/2021,45,Wholesale,AUD,AXW291,90,7,10,1708.5,1452.225
SO - 0002284,5/10/2021,5/24/2021,4,Wholesale,AUD,AXW291,36,1,8,1118.9,682.529
SO - 0002538,5/10/2021,5/16/2021,23,Distributor,USD,AXW291,43,11,11,3832.4,1686.256
SO - 0003307,5/10/2021,5/20/2021,38,Export,AUD,AXW291,56,11,5,2606.3,1615.906
SO - 0004438,5/10/2021,5/20/2021,25,Wholesale,NZD,AXW291,5,2,8,951.4,704.036
SO - 0004726,5/10/2021,5/22/2021,38,Distributor,NZD,AXW291,11,9,10,2298.1,1884.442
SO - 0005565,5/10/2021,5/27/2021,1,Wholesale,NZD,AXW291,81,2,12,3993.2,1916.736
SO - 0006693,5/10/2021,5/27/2021,37,Wholesale,AUD,AXW291,76,9,12,3986.5,3229.065
SO - 0006845,5/10/2021,5/26/2021,11,Wholesale,USD,AXW291,67,2,8,1313.2,840.448
SO - 0006881,5/10/2021,5/28/2021,44,Distributor,NZD,AXW291,88,7,12,1259.6,516.436
SO - 0001136,5/11/2021,5/26/2021,28,Wholesale,EUR,AXW291,84,2,6,5232.7,3767.544
SO - 0001264,5/11/2021,5/18/2021,20,Wholesale,EUR,AXW291,86,11,7,3946.3,1617.983
SO - 0003528,5/11/2021,5/20/2021,24,Distributor,NZD,AXW291,6,7,12,1688.4,1080.576
SO - 0003578,5/11/2021,5/19/2021,25,Distributor,NZD,AXW291,82,2,5,1038.5,675.025
SO - 0006008,5/11/2021,5/23/2021,5,Wholesale,EUR,AXW291,91,7,10,5835.7,2509.351
SO - 0006101,5/11/2021,5/20/2021,37,Wholesale,NZD,AXW291,21,1,12,6210.9,3353.886
SO - 0006202,5/11/2021,5/23/2021,5,Distributor,NZD,AXW291,56,5,6,174.2,69.68
SO - 000242,5/12/2021,5/20/2021,47,Wholesale,AUD,AXW291,99,11,9,3946.3,1657.446
SO - 0001018,5/12/2021,5/21/2021,49,Distributor,NZD,AXW291,64,1,6,5306.4,2440.944
SO - 0001251,5/12/2021,5/25/2021,42,Distributor,NZD,AXW291,56,7,12,944.7,387.327
SO - 0002337,5/12/2021,5/19/2021,29,Distributor,AUD,AXW291,16,7,6,5681.6,4658.912
SO - 0004463,5/12/2021,5/28/2021,20,Distributor,NZD,AXW291,49,1,5,6438.7,4378.316
SO - 0004481,5/12/2021,5/18/2021,15,Wholesale,NZD,AXW291,56,1,11,871,409.37
SO - 0006245,5/12/2021,5/19/2021,18,Wholesale,AUD,AXW291,85,13,9,998.3,718.776
SO - 0007649,5/12/2021,5/16/2021,36,Export,NZD,AXW291,40,6,6,1132.3,928.486
SO - 0007789,5/12/2021,5/21/2021,31,Distributor,NZD,AXW291,73,2,5,180.9,135.675
SO - 000811,5/13/2021,5/29/2021,43,Distributor,AUD,AXW291,19,7,11,3839.1,3071.28
SO - 0002134,5/13/2021,5/26/2021,7,Wholesale,USD,AXW291,9,7,7,234.5,93.8
SO - 0004210,5/13/2021,5/30/2021,6,Wholesale,USD,AXW291,51,5,10,3510.8,1966.048
SO - 000192,5/14/2021,5/29/2021,24,Wholesale,NZD,AXW291,9,7,8,1152.4,622.296
SO - 000339,5/14/2021,5/23/2021,28,Wholesale,USD,AXW291,27,7,8,1139,740.35
SO - 0001078,5/14/2021,5/25/2021,11,Distributor,AUD,AXW291,63,1,11,1031.8,650.034
SO - 0003061,5/14/2021,5/19/2021,31,Wholesale,NZD,AXW291,81,7,6,1688.4,1401.372
SO - 0003316,5/14/2021,5/20/2021,21,Wholesale,NZD,AXW291,67,1,9,6478.9,4923.964
SO - 0004080,5/14/2021,5/24/2021,32,Distributor,NZD,AXW291,29,2,12,6217.6,2797.92
SO - 0007303,5/14/2021,5/20/2021,36,Distributor,USD,AXW291,55,10,12,3276.3,1998.543
SO - 0007591,5/14/2021,5/29/2021,1,Wholesale,USD,AXW291,36,1,5,5246.1,3619.809
SO - 0001461,5/15/2021,6/2/2021,10,Wholesale,NZD,AXW291,40,9,12,5199.2,2859.56
SO - 0003324,5/15/2021,5/26/2021,49,Wholesale,NZD,AXW291,26,7,11,247.9,173.53
SO - 0005467,5/15/2021,5/23/2021,5,Distributor,NZD,AXW291,40,1,12,696.8,564.408
SO - 000783,5/16/2021,5/21/2021,13,Wholesale,NZD,AXW291,79,7,11,3865.9,3092.72
SO - 0001370,5/16/2021,6/3/2021,8,Distributor,USD,AXW291,38,2,11,3564.4,2495.08
SO - 0001516,5/16/2021,5/19/2021,49,Wholesale,NZD,AXW291,71,7,5,3236.1,2329.992
SO - 0001809,5/16/2021,5/21/2021,37,Wholesale,USD,AXW291,15,10,9,2546,1654.9
SO - 0001857,5/16/2021,5/21/2021,12,Wholesale,NZD,AXW291,53,1,5,1152.4,944.968
SO - 0002306,5/16/2021,5/28/2021,15,Export,GBP,AXW291,44,4,10,1701.8,1412.494
SO - 0002870,5/16/2021,5/29/2021,34,Wholesale,USD,AXW291,95,5,5,3242.8,2529.384
SO - 0003480,5/16/2021,6/3/2021,8,Export,USD,AXW291,38,2,6,1252.9,914.617
SO - 0005031,5/16/2021,6/2/2021,42,Distributor,NZD,AXW291,13,7,12,964.8,530.64
SO - 0005160,5/16/2021,5/19/2021,34,Export,USD,AXW291,97,11,5,1742,1480.7
SO - 0005976,5/16/2021,5/30/2021,29,Wholesale,NZD,AXW291,64,7,7,1212.7,812.509
SO - 0006340,5/16/2021,5/29/2021,35,Distributor,USD,AXW291,76,7,6,254.6,150.214
SO - 0007529,5/16/2021,5/25/2021,3,Distributor,GBP,AXW291,93,11,5,5165.7,4235.874
SO - 0007633,5/16/2021,6/3/2021,30,Distributor,USD,AXW291,100,1,7,1005,572.85
SO - 0001579,5/17/2021,5/20/2021,38,Export,NZD,AXW291,48,4,10,1675,670
SO - 0002351,5/17/2021,6/3/2021,11,Wholesale,NZD,AXW291,71,11,8,797.3,621.894
SO - 0002701,5/17/2021,5/25/2021,3,Export,AUD,AXW291,96,1,7,5755.3,3683.392
SO - 0003991,5/17/2021,5/22/2021,8,Distributor,USD,AXW291,54,2,8,1072,482.4
SO - 0007545,5/17/2021,6/1/2021,9,Wholesale,NZD,AXW291,26,2,6,5333.2,2986.592
SO - 0001012,5/18/2021,5/27/2021,21,Distributor,AUD,GUT930,39,7,8,1681.7,1143.556
SO - 0001494,5/18/2021,5/27/2021,46,Wholesale,NZD,GUT930,5,2,12,234.5,136.01
SO - 0001751,5/18/2021,5/27/2021,27,Distributor,AUD,GUT930,14,11,11,5969.7,3223.638
SO - 0002064,5/18/2021,6/2/2021,6,Wholesale,NZD,GUT930,16,7,12,6083.6,2737.62
SO - 0003475,5/18/2021,6/3/2021,21,Wholesale,AUD,GUT930,90,9,7,5983.1,3410.367
SO - 0005062,5/18/2021,5/26/2021,23,Wholesale,NZD,GUT930,24,7,11,3953,3320.52
SO - 0005346,5/18/2021,5/29/2021,44,Distributor,USD,GUT930,72,5,10,1085.4,759.78
SO - 0005356,5/18/2021,5/23/2021,36,Wholesale,NZD,GUT930,19,11,8,2599.6,2105.676
SO - 0006177,5/18/2021,5/30/2021,1,Wholesale,NZD,GUT930,69,1,5,1165.8,571.242
SO - 000348,5/19/2021,5/24/2021,8,Distributor,USD,GUT930,42,14,9,5607.9,3476.898
SO - 0001100,5/19/2021,5/31/2021,43,Distributor,AUD,GUT930,68,9,12,5306.4,2387.88
SO - 0001861,5/19/2021,6/6/2021,3,Wholesale,GBP,GUT930,2,13,12,1963.1,1217.122
SO - 0002669,5/19/2021,6/2/2021,30,Distributor,USD,GUT930,34,2,7,3953,2529.92
SO - 0005764,5/19/2021,5/30/2021,29,Wholesale,USD,GUT930,24,11,10,1011.7,566.552
SO - 0005871,5/19/2021,6/2/2021,32,Wholesale,AUD,GUT930,16,11,12,991.6,743.7
SO - 0006057,5/19/2021,6/3/2021,45,Distributor,NZD,GUT930,99,10,9,194.3,89.378
SO - 000125,5/20/2021,5/24/2021,15,Wholesale,NZD,GUT930,45,8,12,268,131.32
SO - 000807,5/20/2021,6/1/2021,29,Wholesale,NZD,GUT930,21,9,7,998.3,439.252
SO - 0001758,5/20/2021,5/23/2021,27,Distributor,NZD,GUT930,70,13,6,3155.7,2335.218
SO - 0002143,5/20/2021,5/30/2021,35,Distributor,USD,GUT930,32,13,12,3959.7,3207.357
SO - 0002319,5/20/2021,5/29/2021,34,Wholesale,NZD,GUT930,85,13,6,850.9,646.684
SO - 0003415,5/20/2021,5/23/2021,45,Distributor,AUD,GUT930,10,7,10,3879.3,1823.271
SO - 0005291,5/20/2021,6/3/2021,14,Wholesale,NZD,GUT930,2,9,6,1815.7,1379.932
SO - 0005440,5/20/2021,6/1/2021,45,Distributor,NZD,GUT930,69,1,11,917.9,706.783
SO - 0007358,5/20/2021,6/6/2021,47,Wholesale,GBP,GUT930,8,7,6,3705.1,2964.08
SO - 0007700,5/20/2021,6/2/2021,5,Wholesale,AUD,GUT930,61,7,8,850.9,578.612
SO - 000942,5/21/2021,6/7/2021,1,Distributor,NZD,GUT930,7,2,9,1031.8,515.9
SO - 0001185,5/21/2021,5/28/2021,8,Export,NZD,GUT930,97,5,7,3671.6,1652.22
SO - 0001694,5/21/2021,6/6/2021,47,Wholesale,AUD,GUT930,9,5,7,1112.2,756.296
SO - 0001765,5/21/2021,5/27/2021,3,Export,GBP,GUT930,24,7,9,1139,899.81
SO - 0003206,5/21/2021,5/27/2021,41,Wholesale,GBP,GUT930,46,5,12,1058.6,476.37
SO - 0003560,5/21/2021,5/24/2021,18,Distributor,AUD,GUT930,26,7,6,3819,2062.26
SO - 0005074,5/21/2021,6/3/2021,18,Export,NZD,GUT930,17,3,10,214.4,109.344
SO - 0005647,5/21/2021,5/31/2021,2,Wholesale,NZD,GUT930,43,2,7,2680,1206
SO - 0005657,5/21/2021,5/25/2021,15,Wholesale,USD,GUT930,91,2,12,3484,2160.08
SO - 0006495,5/21/2021,6/1/2021,25,Wholesale,USD,GUT930,13,11,9,1051.9,831.001
SO - 0007630,5/21/2021,5/24/2021,2,Distributor,GBP,GUT930,16,3,11,227.8,100.232
SO - 0002299,5/22/2021,6/7/2021,45,Wholesale,NZD,GUT930,94,7,5,2257.9,1422.477
SO - 0002481,5/22/2021,6/3/2021,20,Wholesale,NZD,GUT930,18,3,6,2646.5,1667.295
SO - 0003750,5/22/2021,5/31/2021,22,Wholesale,AUD,GUT930,14,12,7,1728.6,1175.448
SO - 0004863,5/22/2021,6/4/2021,26,Export,AUD,GUT930,91,1,12,2324.9,1441.438
SO - 000512,5/23/2021,6/2/2021,17,Distributor,USD,GUT930,53,1,9,241.2,135.072
SO - 0002052,5/23/2021,5/30/2021,13,Export,NZD,GUT930,9,9,8,241.2,101.304
SO - 0002251,5/23/2021,6/2/2021,19,Distributor,AUD,GUT930,63,2,5,1795.6,772.108
SO - 0003505,5/23/2021,6/5/2021,13,Export,EUR,GUT930,1,2,7,1132.3,962.455
SO - 0003852,5/23/2021,6/3/2021,40,Wholesale,EUR,GUT930,80,6,6,1929.6,1543.68
SO - 0004674,5/23/2021,5/28/2021,19,Distributor,USD,GUT930,88,2,5,5413.6,2869.208
SO - 0005492,5/23/2021,5/28/2021,2,Export,USD,GUT930,71,11,5,1078.7,852.173
SO - 0006460,5/23/2021,5/29/2021,43,Distributor,AUD,GUT930,67,7,11,1058.6,889.224
SO - 0007541,5/23/2021,5/28/2021,24,Wholesale,NZD,GUT930,36,1,10,924.6,499.284
SO - 0007640,5/23/2021,6/4/2021,42,Wholesale,USD,GUT930,77,11,8,2385.2,1645.788
SO - 0001619,5/24/2021,6/10/2021,20,Export,USD,GUT930,53,7,5,991.6,624.708
SO - 0002159,5/24/2021,6/3/2021,39,Distributor,NZD,GUT930,100,7,11,1005,412.05
SO - 0004395,5/24/2021,6/2/2021,17,Distributor,USD,GUT930,24,3,12,2626.4,1785.952
SO - 0004578,5/24/2021,6/9/2021,21,Export,AUD,GUT930,79,7,7,938,515.9
SO - 0005072,5/24/2021,6/9/2021,23,Wholesale,NZD,GUT930,81,11,9,3979.8,3024.648
SO - 0006170,5/24/2021,5/28/2021,26,Wholesale,GBP,GUT930,43,13,5,938,684.74
SO - 0006601,5/24/2021,6/6/2021,34,Wholesale,AUD,GUT930,46,9,8,3966.4,3133.456
SO - 0007631,5/24/2021,5/31/2021,14,Distributor,USD,GUT930,86,5,8,1018.4,661.96
SO - 0001095,5/25/2021,6/4/2021,18,Wholesale,AUD,GUT930,58,2,7,971.5,437.175
SO - 0002978,5/25/2021,6/7/2021,29,Distributor,USD,GUT930,39,2,9,1078.7,744.303
SO - 0004100,5/25/2021,6/2/2021,28,Wholesale,USD,GUT930,1,5,6,1018.4,478.648
SO - 0005071,5/25/2021,6/2/2021,7,Export,EUR,GUT930,14,7,9,3919.5,2822.04
SO - 0005842,5/25/2021,6/10/2021,17,Wholesale,NZD,GUT930,22,13,6,254.6,155.306
SO - 0005928,5/25/2021,6/4/2021,38,Wholesale,NZD,GUT930,31,2,8,3906.1,2421.782
SO - 0005993,5/25/2021,6/11/2021,34,Distributor,GBP,GUT930,93,11,5,1896.1,948.05
SO - 000204,5/26/2021,6/4/2021,38,Wholesale,USD,GUT930,55,7,6,2532.6,2051.406
SO - 0001430,5/26/2021,6/6/2021,39,Wholesale,USD,GUT930,72,2,8,221.1,181.302
SO - 0002205,5/26/2021,5/29/2021,33,Wholesale,USD,GUT930,81,5,10,1105.5,884.4
SO - 0003632,5/26/2021,6/2/2021,29,Distributor,NZD,GUT930,71,7,7,3597.9,2698.425
SO - 0004071,5/26/2021,6/8/2021,27,Distributor,USD,GUT930,68,7,5,723.6,361.8
SO - 0004213,5/26/2021,6/2/2021,40,Distributor,AUD,GUT930,19,11,11,1842.5,1123.925
SO - 0006148,5/26/2021,6/3/2021,44,Wholesale,NZD,GUT930,11,2,12,1051.9,546.988
SO - 0004170,5/27/2021,6/5/2021,3,Export,USD,GUT930,95,1,11,4006.6,3365.544
SO - 0005022,5/27/2021,6/1/2021,24,Wholesale,EUR,GUT930,79,7,12,897.8,475.834
SO - 0006853,5/27/2021,6/13/2021,48,Wholesale,EUR,GUT930,62,4,8,3912.8,3325.88
SO - 0007937,5/27/2021,6/5/2021,17,Distributor,EUR,GUT930,79,2,11,5065.2,4102.812
SO - 0001869,5/28/2021,6/9/2021,37,Distributor,NZD,GUT930,24,5,12,6545.9,2749.278
SO - 0001941,5/28/2021,6/15/2021,34,Distributor,NZD,GUT930,19,11,12,1038.5,581.56
SO - 0003409,5/28/2021,5/31/2021,37,Wholesale,USD,GUT930,91,7,9,1259.6,919.508
SO - 0004062,5/28/2021,6/6/2021,42,Distributor,AUD,GUT930,72,2,6,5447.1,2614.608
SO - 0006216,5/28/2021,6/11/2021,22,Wholesale,AUD,GUT930,29,7,9,1835.8,917.9
SO - 0007845,5/28/2021,6/4/2021,6,Wholesale,NZD,GUT930,78,5,7,3283,1936.97
SO - 0001473,5/29/2021,6/5/2021,31,Distributor,GBP,GUT930,13,5,7,2747,1785.55
SO - 0002960,5/29/2021,6/14/2021,21,Export,AUD,GUT930,25,7,5,1232.8,653.384
SO - 0003247,5/29/2021,6/16/2021,49,Export,AUD,GUT930,33,10,10,2405.3,1611.551
SO - 0004451,5/29/2021,6/16/2021,10,Wholesale,GBP,GUT930,94,13,12,6559.3,5444.219
SO - 0005992,5/29/2021,6/15/2021,30,Distributor,GBP,GUT930,3,11,7,743.7,557.775
SO - 0006232,5/29/2021,6/6/2021,4,Distributor,USD,GUT930,70,10,6,3912.8,1604.248
SO - 0006811,5/29/2021,6/6/2021,12,Distributor,AUD,GUT930,78,1,8,3879.3,1784.478
SO - 0007738,5/29/2021,6/8/2021,23,Export,USD,GUT930,52,11,12,2820.7,1664.213
SO - 000325,5/30/2021,6/10/2021,4,Wholesale,USD,GUT930,82,11,9,1078.7,722.729
SO - 0004747,5/30/2021,6/11/2021,13,Distributor,USD,GUT930,1,2,8,1869.3,1476.747
SO - 0005233,5/30/2021,6/14/2021,27,Export,NZD,GUT930,6,11,12,227.8,111.622
SO - 0006030,5/30/2021,6/5/2021,48,Wholesale,NZD,GUT930,23,5,11,3685,2395.25
SO - 0002612,5/31/2021,6/7/2021,33,Export,EUR,GUT930,16,3,7,1139,854.25
SO - 0002996,5/31/2021,6/16/2021,38,Distributor,AUD,GUT930,74,11,10,5078.6,3605.806
SO - 0003302,5/31/2021,6/5/2021,41,Wholesale,AUD,GUT930,84,7,9,3899.4,3002.538
SO - 0003456,5/31/2021,6/9/2021,32,Wholesale,USD,GUT930,23,5,6,3926.2,2905.388
SO - 0006156,5/31/2021,6/17/2021,34,Wholesale,USD,GUT930,46,1,12,1835.8,972.974
SO - 000264,6/1/2021,6/15/2021,35,Distributor,NZD,GUT930,26,3,8,1118.9,850.364
SO - 000285,6/1/2021,6/17/2021,4,Wholesale,NZD,GUT930,33,2,12,871,374.53
SO - 0001568,6/1/2021,6/4/2021,25,Wholesale,NZD,GUT930,89,7,12,1695.1,678.04
SO - 0002520,6/1/2021,6/19/2021,48,Wholesale,USD,GUT930,35,7,6,1098.8,604.34
SO - 0003152,6/1/2021,6/15/2021,25,Wholesale,USD,GUT930,19,5,6,2338.3,1894.023
SO - 0003179,6/1/2021,6/4/2021,48,Export,NZD,GUT930,97,12,11,1708.5,734.655
SO - 0003819,6/1/2021,6/12/2021,17,Wholesale,NZD,GUT930,94,13,9,1098.8,802.124
SO - 0004154,6/1/2021,6/13/2021,33,Distributor,NZD,GUT930,51,7,5,167.5,90.45
SO - 0004787,6/1/2021,6/7/2021,23,Wholesale,NZD,GUT930,10,1,6,3484,1567.8
SO - 0007971,6/1/2021,6/17/2021,32,Wholesale,NZD,GUT930,34,6,11,6472.2,4012.764
SO - 0001030,6/2/2021,6/9/2021,47,Export,USD,GUT930,74,9,12,2003.3,921.518
SO - 0002783,6/2/2021,6/14/2021,41,Distributor,EUR,GUT930,61,1,5,167.5,117.25
SO - 0003434,6/2/2021,6/18/2021,35,Wholesale,AUD,GUT930,50,7,6,1065.3,724.404
SO - 0004621,6/2/2021,6/14/2021,2,Distributor,USD,GUT930,25,11,12,2532.6,1595.538
SO - 0006921,6/2/2021,6/10/2021,3,Wholesale,AUD,GUT930,91,2,10,227.8,95.676
SO - 0007348,6/2/2021,6/19/2021,43,Wholesale,GBP,GUT930,64,7,11,1835.8,844.468
